2026-08-17 15:47:57.936: File Name: 20260817-2.tsv
2026-08-17 15:47:57.936: 
Date	Order No	Product No	Lot or Serial	Test group	Test name	Excel file	Sheet name	Line	Module	Command	Parameters	Response	Elapsed seconds
08:51:00.372	1234567-8	2222222-2	22219M	AC单元检查准备	AC单元检查准备	AC单元检查准备	AC单元检查准备	3	CommonUtility	WriteText	"<cell font="Calibri" size="14" foreground="F79646" background="D7E4BD" horizontal="center" vertical="top" bold="true" italic="true"><text>AC单元检查准备</text></cell>", ""	"0"	0
08:51:00.372	1234567-8	2222222-2	22219M	AC单元检查准备	AC单元检查准备	AC单元检查准备	AC单元检查准备	4	InstekPswPower	TurnOff	"PS1"	"0"	0
08:51:00.372	1234567-8	2222222-2	22219M	AC单元检查准备	AC单元检查准备	AC单元检查准备	AC单元检查准备	5	CommonUtility	Sleep	"500"	"0"	0.5311235
08:51:01.043	1234567-8	2222222-2	22219M	AC单元检查准备	AC单元检查准备	AC单元检查准备	AC单元检查准备	6	FinsUdp	OutputPort	"电池电源通断", "1"	"0"	0.0312425
08:51:01.075	1234567-8	2222222-2	22219M	AC单元检查准备	AC单元检查准备	AC单元检查准备	AC单元检查准备	7	CommonUtility	Sleep	"500"	"0"	0.5155039
08:51:01.715	1234567-8	2222222-2	22219M	AC单元检查准备	AC单元检查准备	AC单元检查准备	AC单元检查准备	8	FinsUdp	OutputPort	"DC 产品电源", "0"	"0"	0.0312427
08:51:01.746	1234567-8	2222222-2	22219M	AC单元检查准备	AC单元检查准备	AC单元检查准备	AC单元检查准备	9	CommonUtility	Sleep	"500"	"0"	0.5155036
08:51:02.387	1234567-8	2222222-2	22219M	AC单元检查准备	AC单元检查准备	AC单元检查准备	AC单元检查准备	10	FinsUdp	OutputPort	"AC 产品电源", "1"	"0"	0.0312427
08:51:02.418	1234567-8	2222222-2	22219M	AC单元检查准备	AC单元检查准备	AC单元检查准备	AC单元检查准备	11	CommonUtility	Sleep	"1000"	"0"	1.015386
08:51:03.574	1234567-8	2222222-2	22219M	被检查品上电	被检查品上电	被检查品上电	被检查品上电	3	CommonUtility	WriteText	"<cell font="Calibri" size="14" foreground="F79646" background="D7E4BD" horizontal="center" vertical="top" bold="true" italic="true"><text>被检查品上电</text></cell>", "1"	"0"	0
08:51:03.574	1234567-8	2222222-2	22219M	被检查品上电	被检查品上电	被检查品上电	被检查品上电	4	FinsUdp	OutputPort	"产品上电", "1"	"0"	0.0468615
08:51:03.668	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	3	CommonUtility	WriteText	"<cell font="Calibri" size="14" foreground="F79646" background="D7E4BD" horizontal="center" vertical="top" bold="true" italic="true"><text>形式名写入准备</text></cell>", ""	"0"	0
08:51:03.668	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	4	InstekPswPower	SetVolt	"PS1", "3"	"0"	0
08:51:03.668	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	5	CommonUtility	Sleep	"100"	"0"	0.1093497
08:51:03.902	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	6	InstekPswPower	SetVolt	"PS2", "24"	"0"	0
08:51:03.902	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	7	CommonUtility	Sleep	"100"	"0"	0.1093494
08:51:04.011	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	8	InstekPswPower	TurnOn	"PS1"	"0"	0
08:51:04.011	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	9	CommonUtility	Sleep	"500"	"0"	0.5155036
08:51:04.652	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	10	InstekPswPower	TurnOn	"PS2"	"0"	0
08:51:04.652	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	11	CommonUtility	Sleep	"4000"	"0"	4.0615476
08:51:08.854	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	12	PortUtility	WriteLine	"RR", "@00FA08000020000000000005504027B*"	"0"	0.0624849
08:51:08.917	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	13	CommonUtility	Sleep	"500"	"0"	0.5155034
08:51:09.557	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	14	PortUtility	WriteLine	"RR", "@00FA080000200000000000055212400000000000078*"	"0"	0.0781064
08:51:09.635	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	15	CommonUtility	Sleep	"4000"	"0"	4.0615477
08:51:13.822	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	16	PortUtility	WriteReadLine	"RR", "TS/00", "500"	"0,OK/00"	0.5936107
08:51:14.478	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	17	CommonUtility	Sleep	"4000"	"0"	4.0615477
08:51:18.664	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	18	PortUtility	WriteReadLine	"RR", "TS/24_20", "1000"	"0,OK/24_20_EF_13"	1.0934936
08:51:19.820	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	20	CommonUtility	Sleep	"200"	"0"	0.2030767
08:51:20.148	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	21	PortUtility	WriteReadLine	"RR", "TS/24_00", "6000"	"0,OK/24_00"	6.0923212
08:51:26.303	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	23	CommonUtility	Sleep	"200"	"0"	0.2030773
08:51:26.631	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	24	PortUtility	WriteReadLine	"RR", "TS/24_40", "6000"	"0,OK/24_40"	6.0923214
08:51:32.786	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	26	CommonUtility	Sleep	"200"	"0"	0.2186982
08:51:33.130	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	27	PortUtility	WriteReadLine	"RR", "TS/24_50", "6000"	"0,OK/24_50"	6.0923213
08:51:39.284	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	29	CommonUtility	Sleep	"200"	"0"	0.2186987
08:51:39.628	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	30	PortUtility	WriteReadLine	"RR", "TS/15_34", "6000"	"0,OK/15_34"	6.0923212
08:51:45.783	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	32	CommonUtility	Sleep	"200"	"0"	0.2186979
08:51:46.127	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	33	PortUtility	WriteReadLine	"RR", "TS/16_34", "6000"	"0,OK/16_34"	6.0923212
08:51:52.281	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	35	CommonUtility	Sleep	"200"	"0"	0.2186985
08:51:52.625	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	36	PortUtility	WriteReadLine	"RR", "TS/16_01_0", "6000"	"0,OK/16_01_0"	6.0923211
08:51:58.780	1234567-8	2222222-2	22219M	形式名写入准备	形式名写入准备	形式名写入准备	形式名写入准备	38	CommonUtility	Sleep	"200"	"0"	0.218698
08:51:59.139	1234567-8	2222222-2	22219M	被检查品断上电	被检查品断上电	被检查品断上电	被检查品断上电	3	FinsUdp	OutputPort	"产品上电", "0"	"0"	0.0468615
08:51:59.186	1234567-8	2222222-2	22219M	被检查品断上电	被检查品断上电	被检查品断上电	被检查品断上电	4	CommonUtility	Sleep	"5000"	"0"	5.0769361
08:52:04.388	1234567-8	2222222-2	22219M	被检查品断上电	被检查品断上电	被检查品断上电	被检查品断上电	5	FinsUdp	OutputPort	"产品上电", "1"	"0"	0.0312427
08:52:04.419	1234567-8	2222222-2	22219M	被检查品断上电	被检查品断上电	被检查品断上电	被检查品断上电	6	CommonUtility	Sleep	"2000"	"0"	2.030773
08:52:06.606	1234567-8	2222222-2	22219M	形式名写入3460	形式名写入	形式名写入3460	形式名写入	3	PortUtility	WriteReadLine	"RR", "TS/00", "500"	"0,OK/00"	0.609227
08:52:07.278	1234567-8	2222222-2	22219M	形式名写入3460	形式名写入	形式名写入3460	形式名写入	5	PortUtility	WriteReadLine	"RR", "TS/63", "500"	"0,OK/63_01"	0.5936108
08:52:07.934	1234567-8	2222222-2	22219M	形式名写入3460	形式名写入	形式名写入3460	形式名写入	7	PortUtility	WriteReadLine	"RR", "TS/64", "500"	"0,OK/64_01"	0.5936108
08:52:08.590	1234567-8	2222222-2	22219M	形式名写入3460	形式名写入	形式名写入3460	形式名写入	9	PortUtility	WriteReadLine	"RR", "TS/16_01_1", "500"	"0,OK/16_01_1"	0.5936107
08:52:09.246	1234567-8	2222222-2	22219M	形式名写入3460	形式名写入	形式名写入3460	形式名写入	11	CommonUtility	Sleep	"200"	"0"	0.2186979
08:52:09.590	1234567-8	2222222-2	22219M	形式名写入3460	形式名写入	形式名写入3460	形式名写入	12	PortUtility	WriteReadLine	"RR", "TS/16_00", "500"	"0,OK/16_00"	0.5936108
08:52:10.246	1234567-8	2222222-2	22219M	形式名写入3460	形式名写入	形式名写入3460	形式名写入	14	CommonUtility	Sleep	"200"	"0"	0.2186979
08:52:10.590	1234567-8	2222222-2	22219M	形式名写入3460	形式名写入	形式名写入3460	形式名写入	15	PortUtility	WriteReadLine	"RR", "TS/16_35", "500"	"0,OK/16_35"	0.6092322
08:52:11.261	1234567-8	2222222-2	22219M	形式名写入3460	形式名写入	形式名写入3460	形式名写入	17	CommonUtility	Sleep	"200"	"0"	0.2030767
08:52:11.589	1234567-8	2222222-2	22219M	形式名写入3460	形式名写入	形式名写入3460	形式名写入	18	PortUtility	WriteReadLine	"RR", "TS/36_01_818D", "1000"	"0,OK/36_01"	1.0934941
08:52:12.745	1234567-8	2222222-2	22219M	形式名写入3460	形式名写入	形式名写入3460	形式名写入	20	CommonUtility	Sleep	"200"	"0"	0.2186979
08:52:13.089	1234567-8	2222222-2	22219M	形式名写入3460	形式名写入	形式名写入3460	形式名写入	21	PortUtility	WriteReadLine	"RR", "TS/03_01", "1000"	"0,OK/03_01_818D"	1.0934943
08:52:14.245	1234567-8	2222222-2	22219M	形式名写入3460	形式名写入	形式名写入3460	形式名写入	22	CommonUtility	Right	"OK/03_01_818D", "4"	"0,""818D"""	0
08:52:14.276	1234567-8	2222222-2	22219M	MAC写入	MAC写入	MAC写入	MAC写入	3	PortUtility	WriteReadLine	"RR", "TS/80_01_010203040506", "500"	"0,OK/80_01"	0.6092313
08:52:14.948	1234567-8	2222222-2	22219M	MAC写入	MAC写入	MAC写入	MAC写入	5	CommonUtility	Sleep	"200"	"0"	0.2030774
08:52:15.307	1234567-8	2222222-2	22219M	Battery LOW测试	Battery LOW测试	Battery LOW测试	Battery LOW测试	3	CommonUtility	WriteText	"<cell font="Calibri" size="14" foreground="F79646" background="D7E4BD" horizontal="center" vertical="top" bold="true" italic="true"><text>Battery LOW测试</text></cell>", ""	"0"	0
08:52:15.307	1234567-8	2222222-2	22219M	Battery LOW测试	Battery LOW测试	Battery LOW测试	Battery LOW测试	4	InstekPswPower	SetVolt	"PS1", "2.4900000000000002"	"0"	0
08:52:15.307	1234567-8	2222222-2	22219M	Battery LOW测试	Battery LOW测试	Battery LOW测试	Battery LOW测试	5	CommonUtility	Sleep	"500"	"0"	0.5311248
08:52:15.963	1234567-8	2222222-2	22219M	Battery LOW测试	Battery LOW测试	Battery LOW测试	Battery LOW测试	6	InstekPswPower	TurnOn	"PS1"	"0"	0
08:52:15.963	1234567-8	2222222-2	22219M	Battery LOW测试	Battery LOW测试	Battery LOW测试	Battery LOW测试	7	CommonUtility	Sleep	"500"	"0"	0.5155034
08:52:16.604	1234567-8	2222222-2	22219M	Battery LOW测试	Battery LOW测试	Battery LOW测试	Battery LOW测试	8	PortUtility	WriteReadLine	"RR", "TS/06", "500"	"0,OK/06_01"	0.5936107
08:52:17.260	1234567-8	2222222-2	22219M	Battery LOW测试	Battery LOW测试	Battery LOW测试	Battery LOW测试	10	CommonUtility	Sleep	"200"	"0"	0.2186987
08:52:17.604	1234567-8	2222222-2	22219M	Battery LOW测试	Battery LOW测试	Battery LOW测试	Battery LOW测试	11	InstekPswPower	SetVolt	"PS1", "2.9"	"0"	0
